CODE;DESCRIPTION
"EV021538";"Aluzinc"
"EV021539";"Collar"
"EV021540";"130/200 mm"
"EV021541";"150/200 mm"
"EV021542";"Hinged flaps"
"EV021543";"Hidden hinged flaps"
"EV021544";"Inspection piece, straight"
"EV021545";"Inspection piece, square"
"EV021546";"Inspection piece, bend"
"EV021547";"Draught limiting device"
"EV021548";"Condensate drain segment"
"EV021549";"Sliding piece segment"
"EV021550";"87°"
"EV021551";"42 V DC"
"EV021552";"Equal percentage"
"EV021553";"Deactivated when open"
"EV021554";"Deactivated when closed"
"EV021555";"0.2 - 0.6 bar"
"EV021556";"0.6 - 1 bar"
"EV021557";"3 - 9 psi"
"EV021558";"9 - 15 psi"
"EV021559";"42 V AC"
"EV021560";"2-10 V"
"EV021561";"Complementary"
"EV021562";"3 - 15 psi"
"EV021563";"Single-walled"
"EV021564";"Concentric"
"EV021565";"Double-walled"
"EV021566";"60/60 mm"
"EV021567";"80/80 mm"
"EV021569";"130/130 mm"
"EV021570";"150 /150 mm"
"EV021571";"Diagonal"
"EV021572";"Seamless weld (butt)"
"EV021573";"Longitudinal weld (overlap)"
"EV021574";"Open with overlap"
"EV021575";"Cap/lid"
"EV021577";"Wall chair"
"EV021578";"Top plate"
"EV021579";"Recess support"
"EV021580";"Round air duct"
"EV021581";"Rectangular air duct"
"EV021582";"CR/SBR"
"EV021583";"PP/EPDM"
"EV021584";"Polyester/CSM"
"EV021585";"PTFE/glass fibre"
"EV021586";"110 V AC"
"EV021587";"0 - 22 mbar"
"EV021588";"15 - 120 mbar"
"EV021589";"100 - 250 mbar"
"EV021590";"AlMg3 (3.3503)"
"EV021591";"Glass fibre cloth"
"EV021592";"Vapour inhibition layer"
"EV021593";"50 %"
"EV021594";"SMS internal thread"
"EV021595";"SMS external thread"
"EV021596";"Expanded metal"
"EV021597";"Gutter model"
"EV021598";"DIN 24154-R2"
"EV021599";"MP bush"
"EV021600";"Oval air duct"
"EV021601";"15°"
"EV021602";"DIN 2673/PN 10"
"EV021603";"DIN 2676/PN 40"
"EV021604";"Separate coils"
"EV021605";"Dahlander"
"EV021606";"Double triangle/double star"
"EV021612";"Ex d IIC T4"
"EV021614";"Flange ring"
"EV021615";"3000 2 pole"
"EV021616";"1500 4 pole"
"EV021617";"1000 6-pin"
"EV021618";"750 8-pin"
"EV021619";"500 12-pin"
"EV021621";"Servomotor"
"EV021622";"Round connection"
"EV021623";"Flat connection"
"EV021624";"DIN 24154-R5"
"EV021625";"DN 216"
"EV021626";"Check valve"
"EV021627";"Insert end with washer"
"EV021628";"Cover flashing"
"EV021629";"Self-adhesive cover piece, bitumen"
"EV021630";"Suction side above the roof"
"EV021631";"Suction side below the roof"
"EV021632";"Delivery side"
"EV021633";"Suspended above the pit"
"EV021634";"Standing in the pit"
"EV021635";"One-sheet"
"EV021636";"Split valve butterfly"
"EV021641";"600 mm"
"EV021643";"Finkenberger/Frankfurter"
"EV021644";"Neuwwieder/Rhein-Ruhr"
"EV021646";"Square bend"
"EV021652";"Single with lid"
"EV021653";"Double with lid"
"EV021654";"Single branch"
"EV021655";"Double branches"
"EV021657";"1-pipe"
"EV021658";"2-pipe"
"EV021664";"63/95.5 mm"
"EV021665";"Concentric / parallel"
"EV021666";"Parallel / concentric"
"EV021667";"1 x 230 V AC"
"EV021670";"Connecting cord with plug with protective contact"
"EV021671";"Perilex connecting cord"
"EV021672";"Steel, lined"
"EV021673";"3 * 400 V AC"
"EV021674";"T-piece 90° fluent"
"EV021680";"200"
"EV021681";"Niche pipe cover"
"EV021682";"Stoneware pipe reduction"
"EV021683";"111 mm"
"EV021684";"350 mm"
"EV021685";"24 V AC/DC"
"EV021686";"Guide"
"EV021687";"Pressure difference"
"EV021688";"Rotation"
"EV021689";"Electromagnetic"
"EV021690";"T-piece, 90° right-angled"
"EV021691";"Clamping bush"
"EV021692";"PIR (polyisocianurate)"
"EV021693";"PTF"
"EV021694";"Central heating"
"EV021695";"Air treatment"
"EV021696";"CH/air treatment"
"EV021697";"Readjustment"
"EV021698";"Tap water"
"EV021699";"CH/tap water"
"EV021700";"CH/air/tap water"
"EV021701";"Special applications"
"EV021702";"Room air"
"EV021703";"Inlet air"
"EV021704";"Return air"
"EV021705";"Humidity controls"
"EV021706";"Heating readjustment"
"EV021707";"Cooling readjustment"
"EV021708";"Frost protection"
"EV021709";"Night ventilation"
"EV021710";"Reheater"
"EV021711";"Summer/winter"
"EV021712";"Temp. switch functions"
"EV021713";"Tap water pump"
"EV021714";"Climate ceiling"
"EV021715";"Fan coil units"
"EV021718";"Single-strap"
"EV021719";"Base plate"
"EV021720";"Double base plate"
"EV021721";"Legs"
"EV021722";"Brace"
"EV021723";"Threaded sleeves"
"EV021724";"Square duct"
"EV021725";"Flue"
"EV021726";"Air inlet / flue gas outlet"
"EV021729";"Round tube"
"EV021730";"Flat rod"
"EV021731";"Oval tube"
"EV021732";"Round rod"
"EV021733";"Rack/bracket"
"EV021734";"Rotating holder"
"EV021735";"Fixed holder"
"EV021736";"Plateau"
"EV021737";"Plateau with grab rail"
"EV021738";"Round ring"
"EV021739";"Oval ring"
"EV021740";"Trapezoid ring"
"EV021741";"Rectangular ring"
"EV021743";"Insert card"
"EV021744";"Condensate drain"
"EV021745";"Sliding piece"
"EV021746";"Draught controller"
"EV021747";"On/Off"
"EV021753";"Chrome/gold"
"EV021757";"Horizontal sides"
"EV021758";"Matt glass"
"EV021759";"Matt plastic"
"EV021761";"700 mm"
"EV021762";"1200 mm"
"EV021763";"1400 mm"
"EV021764";"1600 mm"
"EV021765";"1800 mm"
"EV021766";"2000 mm"
"EV021767";"175 mm"
"EV021768";"750 mm"
"EV021769";"1500 mm"
"EV021770";"1250 mm"
"EV021771";"Phenol foam"
"EV021772";"PIR foam"
"EV021773";"Cement"
"EV021774";"Corner model"
"EV021775";"Vertical sides"
"EV021776";"ASME B16.5 R1"
"EV021777";"ASME B16.5 R3"
"EV021778";"EN 1514-2"
"EV021779";"Bent forwards"
"EV021780";"Bent backwards"
"EV021781";"Straight closed"
"EV021782";"Straight open"
"EV021784";"Dense"
"EV021788";"Upward"
"EV021789";"Sideward"
"EV021790";"550 mm"
"EV021791";"Column"
"EV021794";"Eccentric in height"
"EV021795";"Eccentric in width"
"EV021796";"Eccentric in height/width, left"
"EV021797";"Eccentric in height/width, right"
"EV021798";"Insulation plate duct"
"EV021799";"Facing side inwards"
"EV021800";"650 mm"
"EV021801";"850 mm"
"EV021802";"950 mm"
"EV021803";"1050 mm"
"EV021804";"1100 mm"
"EV021805";"1150 mm"
"EV021806";"1300 mm"
"EV021807";"1450 mm"
"EV021808";"1350 mm"
"EV021809";"Aluminium laminate"
"EV021810";"Glass fibre reinforced aluminium"
"EV021811";"Glass fibre PU coating"
"EV021812";"1-layer"
"EV021813";"2-layer"
"EV021814";"3-layer"
"EV021815";"Aluminium laminate with spiral"
"EV021816";"Plastic with spiral"
"EV021819";"1/2 inch / 3/4 inch"
"EV021820";"D profile"
"EV021821";"Half round"
"EV021823";"Slightly bent"
"EV021824";"Natural stone granules"
"EV021825";"On wall"
"EV021826";"At right angles to wall"
"EV021827";"On column"
"EV021828";"Steel/steel"
"EV021830";"Steel/aluminium"
"EV021832";"Top"
"EV021833";"Top/front"
"EV021835";"Merbau"
"EV021836";"Collapsible"
"EV021837";"Towel"
"EV021838";"Wardrobe"
"EV021839";"Glass shelf"
"EV021840";"Piece of furniture"
"EV021841";"Electrical element"
"EV021844";"Toilet support"
"EV021845";"Polyamide with steel core"
"EV021846";"PMMA (Acrylate)"
"EV021848";"Shower seat"
"EV021849";"Single leg"
"EV021850";"Double leg"
"EV021851";"Wall rail"
"EV021852";"Wall attachment"
"EV021853";"Bath attachment"
"EV021854";"Movable"
"EV021855";"Frame bracket"
"EV021856";"Corner wall bracket"
"EV021857";"Grab rail"
"EV021859";"Switch box"
"EV021860";"Speed controls"
"EV021861";"Maintenance-/service switch"
"EV021863";"Frost protection thermostat"
"EV021864";"Construction thermostat"
"EV021865";"Console set"
"EV021869";"Filter section"
"EV021870";"Exhaust section"
"EV021872";"Wall"
"EV021873";"Hanging (bath edge)"
"EV021874";"Toilet supports"
"EV021875";"Standing toilet"
"EV021879";"Upwards folding"
"EV021880";"Removable and upwards folding"
"EV021881";"Gas spring"
"EV021882";"Spindle"
"EV021883";"Wall-hung WC pan"
"EV021884";"Suction section"
"EV021885";"Mixing section"
"EV021886";"Fan sealing plate"
"EV021887";"Condensate collector"
"EV021888";"Front exhaust conversion set"
"EV021889";"Exhaust plenum"
"EV021890";"Air switch box"
"EV021891";"Suction grille"
"EV021892";"Outlet grille"
"EV021893";"Outlet corner piece"
"EV021894";"Room thermostat with position controller"
"EV021895";"Floor built-in"
"EV021897";"Supply unit"
"EV021900";"Heating/cooling selector"
"EV021901";"2-way control valve"
"EV021902";"3-way control valve"
"EV021903";"Flexible air connection"
"EV021904";"Front wall"
"EV021905";"Parrot"
"EV021906";"Triangle"
"EV021907";"Foot control"
"EV021908";"Self mover"
"EV021909";"Seat"
"EV021910";"Stretcher"
"EV021911";"Bath bottom"
"EV021912";"Rotating and transfer aid"
"EV021913";"Adapter for battery lift"
"EV021914";"Seat filler stop"
"EV021915";"Telescopic legs"
"EV021916";"Toilet bucket holder"
"EV021917";"Footrest/footboard"
"EV021918";"Leg support"
"EV021919";"Bottom insert"
"EV021920";"Brake"
"EV021921";"Armrest locking device"
"EV021922";"Loose back cover"
"EV021923";"Loose seat cover"
"EV021924";"Soft lay-on seat"
"EV021925";"Toilet raiser"
"EV021926";"Connecting bracket"
"EV021927";"Stabilising bracket"
"EV021928";"Splash guard"
"EV021929";"Decorative piece"
"EV021930";"Sliding plate"
"EV021931";"Front gate"
"EV021932";"Side gate"
"EV021933";"Fold"
"EV021934";"Two-grip"
"EV021935";"Elbow"
"EV021936";"Pendulum"
"EV021937";"Shower/toilet seat"
"EV021938";"Rotating tray"
"EV021939";"Battery charger"
"EV021941";"One-part turn"
"EV021942";"Two-part turn"
"EV021943";"Turn with fixed panel"
"EV021946";"Inlet"
"EV021947";"With profile"
"EV021948";"Partly profiled"
"EV021965";"15"
"EV021969";"Pump switch"
"EV021971";"Motor protection"
"EV021976";"Control system"
"EV021978";"Control and operating system"
"EV021979";"Differential pressure transmitter"
"EV021982";"Capacitor, complete"
"EV021983";"0 - 0.4 bar"
"EV021984";"Improved double size tile"
"EV021985";"Parallel / parallel"
"EV021989";"MFA = Perfluor Alcoxy Polymere"
"EV021992";"Bar"
"EV021993";"Quadratic"
"EV021994";"3/4 inch Euro conus"
"EV021995";"Towards floor/wall"
"EV021996";"1/2 inch internal thread"
"EV021997";"Clamp 26"
"EV021998";"Clamp 34"
"EV021999";"Click 22"
"EV022000";"Radiator button"
"EV022001";"Fill and drain valve lower block"
"EV022003";"Suspension hooks"
"EV022004";"Plug bolts"
"EV022007";"M38"
"EV022008";"26 mm"
"EV022009";"Brand-dependent"
"EV022010";"Pulse-pause"
"EV022011";"PWM (pulse-width-modulated)"
"EV022012";"Sealed ring"
"EV022013";"Separable ring"
"EV022014";"Slide over pipe"
"EV022015";"Clamp around pipe"
"EV022016";"Blades"
"EV022017";"Expanded polystyrene (EPS)"
"EV022018";"Viton"
"EV022019";"S-coupling"
"EV022020";"Slide coupling"
"EV022021";"Ametal-C"
"EV022022";"Tailpiece/internal thread"
"EV022023";"Outer thread/outer thread"
"EV022024";"M28 x 1.5"
"EV022025";"M30 x 1.5"
"EV022026";"M30 x 1.0"
"EV022027";"Allen 22"
"EV022028";"Tailpiece/external thread"
"EV022029";"With valve guard"
"EV022030";"Without valve guard"
"EV022031";"Liquid"
"EV022036";"Hand button"
"EV022038";"Covering cap/ornamental cap"
"EV022039";"Internal mechanism"
"EV022040";"Gland"
"EV022041";"Screw for hand wheel"
"EV022042";"Linking tube"
"EV022043";"Connecting cone"
"EV022044";"Connecting nipple"
"EV022046";"Disassembly key"
"EV022047";"Blocking pin"
"EV022048";"Anti-theft ring"
"EV022049";"Anti-vandalism cap"
"EV022050";"Adjustment key"
"EV022051";"Coil for capillary pipe"
"EV022052";"Fill/drain valve"
"EV022053";"Spindle extension"
"EV022054";"Tilting non-return valve"
"EV022055";"Membrane non-return valve"
"EV022056";"Telescopic"
"EV022057";"2-jet"
"EV022058";"Rectified"
"EV022059";"Two-way valve"
"EV022060";"Three-way valve"
"EV022062";"Loose housing"
"EV022063";"Pull chain"
"EV022064";"Interruptible"
"EV022065";"Two quantities"
"EV022066";"Mains"
"EV022067";"With pull cord"
"EV022068";"M38 x 1.5"
"EV022069";"Adapter from different manufacturer"
"EV022070";"Limiting clip"
"EV022071";"Tailpiece"
"EV022072";"Extended tailpiece"
"EV022073";"Supporting case"
"EV022074";"Thermostatic expansion module"
"EV022075";"Disinfection module"
"EV022076";"Lockable coupling"
"EV022077";"H support block"
"EV022078";"M22 x 1.5"
"EV022079";"Spare set"
"EV022080";"Vinyl"
"EV022081";"Polyester/cotton"
"EV022082";"Pipe length"
"EV022084";"Rosette"
"EV022085";"Soap tray"
"EV022086";"Stabilisation"
"EV022087";"Towel holder"
"EV022090";"Two-part slide"
"EV022091";"Three-part slide"
"EV022092";"Four-part slide"
"EV022093";"Fixed one-piece"
"EV022094";"One-piece folding screen"
"EV022095";"Two-piece folding screen"
"EV022096";"Three-piece folding screen"
"EV022097";"One-piece folding screen with fixed panel"
"EV022098";"Two-piece folding screen with fixed panel"
"EV022102";"Handles/buttons"
"EV022103";"OpenTherm"
"EV022105";"PID"
"EV022107";"3-/4-wire"
"EV022108";"Ground plate"
"EV022109";"Operate-switch"
"EV022110";"Zone control"
"EV022111";"Weather-dependent boiler control"
"EV022112";"District heating control set"
"EV022113";"Floor heating control set"
"EV022114";"Self-controlling"
"EV022115";"Thermal drive module"
"EV022116";"Drain adapter"
"EV022117";"Fixed probe"
"EV022118";"Sensor and control remote"
"EV022119";"Thermomotor"
"EV022120";"CTR"
"EV022121";"Spring/cartridge"
"EV022124";"0 - 5 V / 5 - 10 V"
"EV022125";"Binary"
"EV022126";"230 V AC/DC"
"EV022127";"Reversible"
"EV022129";"Operating software"
"EV022131";"Programming/service magnet"
"EV022132";"Spacer yoke"
"EV022133";"Feedback potentiometer"
"EV022134";"Transformer set"
"EV022137";"Weather-dependent control set"
"EV022139";"Automatic time setting (ATS)"
"EV022140";"Supply switch unit"
"EV022141";"Zone expansion unit"
"EV022142";"Bush cable"
"EV022143";"Switch supply unit"
"EV022145";"Radiator controller"
"EV022146";"Cleaner's sink"
"EV022147";"Bath/shower mixing tap"
"EV022149";"Blade mounting"
"EV022150";"Left, right and centre"
"EV022152";"Stainless steel 318 (1.4583)"
"EV022153";"Deep"
"EV022154";"Cascade"
"EV022155";"Straight wall"
"EV022156";"Cold/premixed"
"EV022157";"Central/middle"
"EV022158";"Radiator valve/foot valve"
"EV022159";"With adapter"
"EV022160";"Logical"
"EV022161";"Impulse pipe"
"EV022162";"Gasket set"
"EV022163";"O-ring set"
"EV022165";"Filling/drainage set"
"EV022166";"Measuring nipple"
"EV022167";"Insulation shell"
"EV022168";"Capillary tube"
"EV022169";"Extension set for capillary tube"
"EV022170";"Adapter for capillary tube"
"EV022171";"Sealing nipple for capillary tube"
"EV022172";"Measuring hose"
"EV022173";"Measuring hose with filter and cut-off valve"
"EV022174";"Measuring needle"
"EV022175";"Measuring adapter set"
"EV022176";"Expansion set"
"EV022177";"Charger"
"EV022181";"Flask"
"EV022182";"Bottle"
"EV022183";"Jerrycan"
"EV022185";"Click sleeve"
"EV022186";"PEHD-Xc"
"EV022187";"PE-MD"
"EV022188";"Ethylene vinyl alcohol (EVOH)"
"EV022189";"Dirt"
"EV022190";"Air/dirt"
"EV022191";"Insert key"
"EV022193";"Locking ring"
"EV022194";"Built-in section"
"EV022195";"Finishing section"
"EV022196";"Built-in section + finishing section"
"EV022197";"Top section, ceramic"
"EV022198";"Top section, non-ceramic"
"EV022199";"Cartouche, ceramic"
"EV022200";"Cartouche, ball"
"EV022201";"Hose (gland nut)"
"EV022202";"1-hole"
"EV022203";"2-hole"
"EV022204";"3-hole"
"EV022205";"Pipe"
"EV022206";"Hose (compression)"
"EV022207";"Extendible with aerator"
"EV022208";"Extendible with hand shower"
"EV022209";"Waste unit"
"EV022210";"Chain eye"
"EV022211";"Fixed chain"
"EV022212";"Sinkable chain"
"EV022214";"Rotating, bottom"
"EV022215";"Rotating, top"
"EV022216";"Fixed, bottom"
"EV022217";"Fixed, top"
"EV022218";"Flexible with rinsing shower"
"EV022220";"Aerator, fixed"
"EV022221";"Anti-splash spout, fixed"
"EV022222";"Aerator with ball joint"
"EV022223";"Anti-splash spout with ball joint"
"EV022224";"Bath edge / tile edge"
"EV022228";"Front part"
"EV022229";"Covered (rear)"
"EV022230";"Self-bearing supporting legs"
"EV022231";"Non-self-bearing supporting legs"
"EV022232";"Attachment plate"
"EV022233";"Outflow mechanism"
"EV022234";"Breaker set"
"EV022235";"Volume limiter"
"EV022236";"Float valve membrane"
"EV022237";"Bottom valve membrane"
"EV022238";"Float valve filter"
"EV022239";"Connecting set middle rear"
"EV022240";"Frame spacer"
"EV022241";"Flushing system conversion set"
"EV022242";"Combination tile"
"EV022243";"Skirting"
"EV022244";"Stair tread"
"EV022245";"Splinter"
"EV022246";"Corner strip"
"EV022247";"Floor piece"
"EV022248";"Uni"
"EV022249";"Porcellanato"
"EV022250";"Red body"
"EV022251";"White body"
"EV022252";"Relief"
"EV022253";"Cut-out"
"EV022254";"13"
"EV022256";"Barrel-polished"
"EV022257";"Brushed/barrel-polished"
"EV022258";"Patinati"
"EV022259";"Smoothed"
"EV022260";"Satin-gloss"
"EV022261";"Mat"
"EV022262";"Travertine"
"EV022263";"French"
"EV022264";"Half-brick"
"EV022265";"Norwegian"
"EV022266";"Header"
"EV022267";"Herringbone"
"EV022268";"Flemish"
"EV022269";"Free"
"EV022270";"Sandstone"
"EV022271";"Belgian bluestone"
"EV022272";"Unistone"
"EV022273";"Corner stone"
"EV022274";"End stone"
"EV022275";"1000"
"EV022277";"End piece external thread with drain and de-aeration"
"EV022278";"End piece internal thread with drain and de-aeration"
"EV022279";"End plug"
"EV022282";"Facing"
"EV022284";"Single-grip"
"EV022286";"Argon"
"EV022287";"Forming gas"
"EV022288";"Helium"
"EV022289";"Carbon dioxide"
"EV022290";"Nitrogen"
"EV022291";"Package"
"EV022292";"LU1"
"EV022293";"Ri2"
"EV022294";"RU1"
"EV022295";"RU3"
"EV022296";"RU4"
"EV022297";"RU6"
"EV022298";"R22"
"EV022299";"R23"
"EV022300";"R134a"
"EV022301";"R401a"
"EV022302";"R402a"
"EV022303";"R404a"
"EV022304";"R407c"
"EV022305";"R410a"
"EV022306";"R413a"
"EV022307";"R417a"
"EV022308";"R507"
"EV022309";"CGA660"
"EV022310";"Mixing gas, other"
"EV022312";"7/32 inch"
"EV022313";"Package tank"
"EV022314";"Insert"
"EV022316";"Plastic jacket, yellow"
"EV022317";"Plastic jacket, grey"
"EV022318";"Plastic jacket, white"
"EV022322";"On tap spout"
"EV022323";"1/2 inch + M22"
"EV022324";"Red/chrome"
"EV022325";"Red/black"
"EV022326";"Red/chrome/stainless steel"
"EV022329";"Click bracket"
"EV022330";"Wall cover"
"EV022331";"Inside bend"
"EV022332";"Outside bend"
"EV022333";"Flat bend"
"EV022335";"2 settings integrated"
"EV022336";"3 settings integrated"
"EV022338";"50/50 mm"
"EV022339";"70/70 mm"
"EV022341";"35 - 35°"
"EV022342";"RBB quick roofing"
"EV022343";"Single-sided with hook"
"EV022344";"Single-sided with loops"
"EV022345";"Roof boarding"
"EV022346";"Top"
"EV022348";"363"
"EV022349";"Standard response"
"EV022350";"147/161"
"EV022351";"242"
"EV022352";"Saw cut"
"EV022353";"Allen key"
"EV022354";"With hose connection"
"EV022355";"43"
"EV022357";"Special response"
"EV022358";"Standing/hanging (conventional)"
"EV022359";"Special"
"EV022360";"Storage cabinet for spare sprinklers"
"EV022361";"Heat collection plate"
"EV022362";"Single-part"
"EV022363";"Deluge"
"EV022364";"Preaction"
"EV022367";"For T-piece"
"EV022368";"Thermo-element"
"EV022369";"Tap"
"EV022370";"Red/blue"
"EV022371";"Degrees"
"EV022372";"Bamboo"
"EV022373";"Walnut"
"EV022374";"Pear"
"EV022377";"Floor/wall"
"EV022378";"Natural stone, solid"
"EV022379";"Granules (natural stone)"
"EV022380";"Reed"
"EV022381";"Fabric (textile)"
"EV022382";"Steel wire, plasticised"
"EV022383";"With front mirror"
"EV022384";"With inside mirror"
"EV022385";"With front and inside mirrors"
"EV022386";"Without mirror"
"EV022387";"Top/tap hole"
"EV022388";"Handle/bracket grip"
"EV022389";"Formed"
"EV022390";"Sealed top"
"EV022391";"With washbasin opening(s)"
"EV022392";"With integrated washbasin(s)"
"EV022393";"With built-in washbasin(s)"
"EV022394";"50/80 mm"
"EV022395";"60/90 mm"
"EV022396";"Two-way"
"EV022397";"Three-way"
"EV022398";"Vent trim"
"EV022399";"Pressure relief trim"
"EV022400";"Water-motor alarm"
"EV022401";"Pilot light"
"EV022402";"Gas block"
"EV022404";"Ignition"
"EV022405";"60x80 mm"
"EV022406";"70x80 mm"
"EV022407";"80x100 mm"
"EV022408";"60x100 mm"
"EV022410";"Bottom-centre"
"EV022411";"Bottom-side"
"EV022412";"Stainless steel 306L (1.4404)"
"EV022413";"Stainless steel 306 Ti (1.4571)"
"EV022415";"Gland"
"EV022418";"Servomotor chair"
"EV022419";"Auxiliary contact"
"EV022420";"Spindle heating"
"EV022421";"3-wire"
"EV022422";"4-wire"
"EV022423";"Compression/soldered end"
"EV022424";"Recessed mounted tap"
"EV022425";"Bell ear"
"EV022426";"With gaskets"
"EV022428";"Pressure gauge"
"EV022429";"Immersion tube"
"EV022430";"Charging pump"
"EV022431";"Control equipment"
"EV022432";"Element"
"EV022433";"Coat"
"EV022434";"Exchanger"
"EV022435";"Spindle coupling"
"EV022436";"Bottom plate extension"
"EV022437";"Shaft extension"
"EV022438";"Reversible clamp trestle"
"EV022439";"Valve lever"
"EV022440";"Ball joint"
"EV022441";"Drive lever"
"EV022442";"Rod mounting set"
"EV022443";"Setting indicator"
"EV022444";"Rotation angle limiter"
"EV022445";"VAV controller"
"EV022446";"Installation set for E box"
"EV022447";"Installation set for partition"
"EV022448";"Feed-through piece"
"EV022449";"Measuring hose set"
"EV022450";"Venturi tube"
"EV022451";"Watertight housing"
"EV022452";"Mounting console"
"EV022453";"Test spray"
"EV022454";"Pot"
"EV022457";"Screw-in clamp"
"EV022458";"EN 14420-3"
"EV022459";"2.0"
"EV022460";"4.0"
"EV022461";"5.0"
"EV022462";"6.0"
"EV022463";"0 - 10 V / 4 - 20 mA"
"EV022465";"Set of couplings"
"EV022467";"18 - 30 V DC"
"EV022468";"With loop end"
"EV022469";"With stud end"
"EV022470";"With toggle end"
"EV022471";"With snap hook end"
"EV022472";"With eyelet end"
"EV022473";"With 90° eyelet"
"EV022474";"With end stop"
"EV022475";"With barrel end"
"EV022476";"Double ended hanger (Y)"
"EV022477";"Threaded adapter"
"EV022478";"Wire anchor"
"EV022479";"Spring clip"
"EV022480";"Beam and purlin clip"
"EV022481";"Pigtail anchor bolt"
"EV022482";"Drop-in anchor"
"EV022483";"Eyebolt"
"EV022484";"Link hook"
"EV022485";"Ceiling fixing kit"
"EV022486";"Carabine hook"
"EV022487";"Corner saddle"
"EV022489";"Ceiling clip"
"EV022490";"Tensioning tool"
"EV022491";"Setting punch"
"EV022492";"Protective sleeve tubing"
"EV022493";"Wire rope cutter"
"EV022496";"Ni 1000"
"EV022498";"Changeover construction set"
"EV022499";"Cable locking spring"
"EV022500";"Sensor holder"
"EV022501";"Terminal housing"
"EV022502";"Reducing nipple"
"EV022503";"Water seal"
"EV022504";"Feed-through pipe"
"EV022505";"Measuring probe"
"EV022506";"Cooling only"
"EV022507";"Cooling and heating"
"EV022508";"Ceiling suspended"
"EV022509";"Ceiling installation (duct)"
"EV022510";"R290"
"EV022518";"Wall (high)"
"EV022519";"Wall (low)"
"EV022520";"Single-split"
"EV022521";"Multi-split"
"EV022522";"Single-split/multi-split"
"EV022523";"3 * 400 V AC +N"
"EV022524";"3/4 inch face-sealing"
"EV022525";"Shower curtain ring"
"EV022526";"Ceiling support for shower curtain rod"
"EV022527";"Supply"
"EV022528";"Supply and drainage"
"EV022529";"Rubber - Polychloroprene (PCP)"
"EV022530";"External sensor"
"EV022535";"315 mm"
"EV022536";"Controller for 230 V"
"EV022537";"Controller for 400 V"
"EV022538";"Room temperature sensor"
"EV022539";"Duct temperature sensor"
"EV022540";"Control valve"
"EV022541";"Controller"
"EV022542";"1/2 inch- 3/4 inch"
"EV022543";"1/4 inch - 1/2 inch"
"EV022544";"1/4 inch - 3/8 inch"
"EV022545";"1/4 inch - 5/8 inch"
"EV022546";"3/8 inch - 3/4 inch"
"EV022547";"3/8 inch - 5/8 inch"
"EV022548";"3/8 inch - 1/2 inch"
"EV022549";"Couplings supplied separately"
"EV022550";"Couplings preassembled on 1 side"
"EV022551";"Couplings preassembled on 2 sides"
"EV022552";"2 x single"
"EV022553";"Control panel/controller"
"EV022554";"Outside unit grille"
"EV022555";"Timer"
"EV022556";"Interface adapter"
"EV022557";"Protective grille"
"EV022558";"Setting transformer"
"EV022559";"Service module"
"EV022560";"Insulation angle for duct"
"EV022561";"Locking clip"
"EV022562";"Bathtub"
"EV022563";"(Foot) hip bath"
"EV022564";"Bath/shower combination"
"EV022565";"Combination type (asymmetrical)"
"EV022566";"Foot end"
"EV022568";"Air and water"
"EV022569";"Bath"
"EV022570";"Shower base"
"EV022571";"Front panel"
"EV022572";"Side panel"
"EV022574";"Front skirting"
"EV022575";"Side skirting"
"EV022576";"Frame"
"EV022577";"Legs (set)"
"EV022578";"Mounted on bath tap"
"EV022580";"Transformer"
"EV022581";"Tie rod (pull handle)"
"EV022582";"Push bar (push handle)"
"EV022583";"4-hole"
"EV022584";"Symbol"
"EV022585";"Operating cable"
"EV022586";"Signal light"
"EV022587";"Shut-off valve"
"EV022588";"Plastic/glass"
"EV022589";"Aluminium/glass"
"EV022590";"Wall and corner"
"EV022591";"Touch control/push button"
"EV022592";"IP59K"
"EV022594";"With outlet"
"EV022595";"With outlet and washing-up shower connection"
"EV022596";"With washing-up shower and outlet"
"EV022597";"With washing-up shower"
"EV022599";"Wall and top"
"EV022600";"Revision set"
"EV022601";"Non-return valve"
"EV022602";"Floor support control unit"
"EV022603";"Hog's bristle"
"EV022604";"Bakelite"
"EV022605";"Bonnet"
"EV022608";"DN 16"
"EV022609";"5/8 inch (16)"
"EV022610";"115 V AC"
"EV022611";"12 - 48 V DC / 15 - 48 V AC"
"EV022612";"80 - 240 V AC/DC"
"EV022613";"Pump"
"EV022614";"Pump pot"
"EV022615";"Perrot clamp coupling"
"EV022616";"Bauer clamp coupling"
"EV022617";"DIN 86111"
"EV022618";"DIN 86112"
"EV022619";"DIN 86121"
"EV022621";"ISO 5211"
"EV022622";"Sealing ring"
"EV022623";"Cap"
"EV022624";"DIN 86129"
"EV022625";"Ohasil"
"EV022626";"Sigma flange"
"EV022627";"Clamp scale coupling flange"
"EV022628";"150 lbs"
"EV022629";"300 lbs"
"EV022630";"600 lbs"
"EV022631";"800 lbs"
"EV022632";"Stainless steel 316 (1.4408)"
"EV022633";"ASTM A105N"
"EV022634";"ASTM A216 WCB"
"EV022636";"Para rubber"
"EV022641";"ASTM A351 CF8M"
"EV022642";"PDCPD"
"EV022643";"PN 6/10/16"
"EV022644";"Shaft"
"EV022645";"1000 PSI WOG"
"EV022646";"1500 PSI WOG"
"EV022647";"2000 PSI WOG"
"EV022648";"DN 220"
"EV022649";"JIS 10K"
"EV022651";"Vulkollan"
"EV022652";"CuZn36Pb2As (CW602N)"
